Name,Winery,Region,Vintage,Rating,RatingsCount,Price
Corton Grand Cru Clos de la Vigne au Saint 2020,Louis Latour,"Corton Grand Cru, France",2020,4.1,1244,4999
Chambolle Musigny 2021,Domaine Taupenot-Merme,"Chambolle-Musigny, France",2021,4.1,1187,6880
Director's Cut Cabernet Sauvignon 2019,Francis Ford Coppola Winery,"Sonoma County, United States",2019,4.1,1168,1900
Haut-Médoc 2003,Château Sociando-Mallet,"Haut-Médoc, France",2003,4.1,1160,1842
Woodcutter's Shiraz 2021,Torbreck,"Barossa Valley, Australia",2021,4.1,1152,1050
Malleolus 2010,Emilio Moro,"Ribera del Duero, Spain",2010,4.1,1152,2750
Margaux (Grand Cru Classé) 2011,Château Prieuré-Lichine,"Margaux, France",2011,4.1,1144,2661
La Sirène de Giscours Margaux 2016,Château Giscours,"Margaux, France",2016,4.1,1071,1490
Morey Saint Denis 2021,Domaine Taupenot-Merme,"Morey-Saint-Denis, France",2021,4.1,1049,3850
Châteauneuf-du-Pape 2016,Château des Fines Roches,"Châteauneuf-du-Pape, France",2016,4.1,1032,1522
Simbiosi Toscana 2005,Bindi Sergardi,"Toscana, Italy",2005,4.1,1011,2570
Margaux (Grand Cru Classé) 2011,Château d'Issan,"Margaux, France",2011,4.1,984,2270
Saint-Estèphe 2014,Château de Pez,"Saint-Estèphe, France",2014,4.1,979,3350
Margaux (Grand Cru Classé) 2015,Château du Tertre,"Margaux, France",2015,4.1,960,2050
Baía de Troia Castelão 2019,Casa Ermelinda Freitas,"Península de Setúbal, Portugal",2019,4.1,958,1199
Saint-Estèphe (Grand Cru Classé) 2016,Château Lafon-Rochet,"Saint-Estèphe, France",2016,4.1,950,1930
Margaux (Grand Cru Classé) 2012,Château d'Issan,"Margaux, France",2012,4.1,934,3460
Vosne-Romanée 2020,Clos Frantin,"Vosne-Romanée, France",2020,4.1,933,3400
Rioja Reserva 2010,Finca Valpiedra,"Rioja, Spain",2010,4.1,930,1899
Margaux (Grand Cru Classé) 2010,Château Marquis de Terme,"Margaux, France",2010,4.1,921,1433
Pinot Noir 2020,Cloudy Bay,"Marlborough, New Zealand",2020,4.1,920,1460
Quinta Generation (5th) 2012,Casa Silva,"Colchagua Valley, Chile",2012,4.1,916,1480
Haut-Médoc 2001,Château Sociando-Mallet,"Haut-Médoc, France",2001,4.1,906,3460
Rocksand Shiraz 2018,Casa Ermelinda Freitas,"Península de Setúbal, Portugal",2018,4.1,902,899
La Dame de Montrose Saint-Estèphe 2016,Château Montrose,"Saint-Estèphe, France",2016,4.1,893,1800
Arcane l'Étoile ,Xavier Vignon,"Beaumes-de-Venise, France",N/A,4.1,886,1260
Pauillac (Grand Cru Classé) 2008,Château Haut-Batailley,"Pauillac, France",2008,4.1,881,2706
Cabernet Sauvignon 2005,Croze,"Oakville, United States",2005,4.1,857,2000
Founder's Collection Cabernet Sauvignon 2009,Undurraga,"Maipo Valley, Chile",2009,4.1,853,2180
Annonce Saint-Émilion Grand Cru 2020,Château Belair-Monange,"Saint-Émilion Grand Cru, France",2020,4.1,847,2700
Quinta Generation (5th) 2011,Casa Silva,"Colchagua Valley, Chile",2011,4.1,823,1480
Haut-Médoc 2016,Château Sociando-Mallet,"Haut-Médoc, France",2016,4.1,819,1790
Petite Sirah 2021,McManis,"California, United States",2021,4.1,817,550
Pauillac (Grand Cru Classé) 2008,Château Clerc Milon,"Pauillac, France",2008,4.1,812,3552
Saint-Julien (Grand Cru Classé) 2004,Château Branaire-Ducru,"Saint-Julien, France",2004,4.1,802,1842
Wade Block 2 Vineyard Shiraz 2003,Brokenwood,"McLaren Vale, Australia",2003,4.1,801,1500
Pessac-Léognan (Grand Cru Classé de Graves) 2008,Château de Fieuzal,"Pessac-Léognan, France",2008,4.1,782,1126
Châteauneuf-du-Pape 2010,Domaine des Sénéchaux,"Châteauneuf-du-Pape, France",2010,4.1,779,1433
Margaux (Grand Cru Classé) 2011,Château Kirwan,"Margaux, France",2011,4.1,761,2865
Pomerol 1970,Clos Vieux Taillefer,"Pomerol, France",1970,4.1,742,2251
Pauillac (Grand Cru Classé) 2018,Château d'Armailhac,"Pauillac, France",2018,4.1,739,2980
Bin 128 Shiraz 2018,Penfolds,"Coonawarra, Australia",2018,4.1,735,1490
Haut-Médoc 2017,Château Sociando-Mallet,"Haut-Médoc, France",2017,4.1,730,1790
Haut-Médoc (Grand Cru Classé) 2006,Château La Tour Carnet,"Haut-Médoc, France",2006,4.1,725,1228
Pomerol 2009,Château Nénin,"Pomerol, France",2009,4.1,682,3170
Haut-Médoc (Grand Cru Classé) 2005,Château Belgrave,"Haut-Médoc, France",2005,4.1,681,1637
Corton Le Rognet Grand Cru 2004,Bertrand Ambroise,"Corton Grand Cru 'Le Rognet et Corton', France",2004,4.1,658,2661
Pomerol 1999,Château La Rose Figeac,"Pomerol, France",1999,4.1,634,1023
Saint-Estèphe (Grand Cru Classé) 2002,Château Calon-Ségur,"Saint-Estèphe, France",2002,4.1,632,4465
Saint-Julien (Grand Cru Classé) 2002,Château Lagrange,"Saint-Julien, France",2002,4.1,604,2047
Gaudio Classico 2015,Ribafreixo Wines,"Vidigueira, Portugal",2015,4.1,593,1299
Pomares Tinto 2020,Quinta Nova de Nossa Senhora do Carmo,"Douro, Portugal",2020,4.1,584,870
Pauillac (Grand Cru Classé) 1996,Château Lynch-Moussas,"Pauillac, France",1996,4.1,580,1637
Haut-Médoc (Grand Cru Classé) 2008,Château La Tour Carnet,"Haut-Médoc, France",2008,4.1,571,1228
Pomerol 1985,Château La Ganne,"Pomerol, France",1985,4.1,561,1433
Pagodes de Cos 2017,Cos d'Estournel,"Saint-Estèphe, France",2017,4.1,557,1780
QS 2008,Quinta Sardonia,"Castilla y León, Spain",2008,4.1,546,1935
Corton Clos du Roi Grand Cru 1974,Domaine Dubreuil-Fontaine,"Corton Grand Cru 'Clos du Roi', France",1974,4.1,520,7510
Barolo Bussia 2011,Prunotto,"Barolo, Italy",2011,4.1,513,3570
Le Roi Boeuf 2019,Lionel Osmin & Cie,"Landes, France",2019,4.1,512,1599
Saint-Estèphe 2002,Château Phélan Ségur,"Saint-Estèphe, France",2002,4.1,512,1167
Barolo Ceretta di Perno 2003,Sordo,"Barolo, Italy",2003,4.1,506,2350
Pauillac (Grand Cru Classé) 2007,Château Duhart-Milon,"Pauillac, France",2007,4.1,505,3400
Saint-Émilion Grand Cru 2015,Château La Bonnelle,"Saint-Émilion Grand Cru, France",2015,4.1,504,1800
Margaux (Grand Cru Classé) 2006,Château Marquis de Terme,"Margaux, France",2006,4.1,489,2026
Volnay 1er Cru 'Clos des Chênes' 2018,Domaine François Buffet,"Volnay 1er Cru 'Clos des Chênes', France",2018,4.1,484,2880
Volnay 1er Cru 'Clos des Chênes' 2014,Domaine François Buffet,"Volnay 1er Cru 'Clos des Chênes', France",2014,4.1,484,2880
Pinot Noir 2000,Citation,"Oregon, United States",2000,4.1,480,2310
Saint-Julien (Grand Cru Classé) 1998,Château Lagrange,"Saint-Julien, France",1998,4.1,479,1740
Capsico Rosso 2004,Cantina Zaccagnini,"Colline Pescaresi, Italy",2004,4.1,476,1800
Saint-Estèphe (Grand Cru Classé) 2017,Château Lafon-Rochet,"Saint-Estèphe, France",2017,4.1,470,1800
Pomerol 2009,Château Rouget,"Pomerol, France",2009,4.1,469,1740
Le Bandite Chianti Classico Riserva 2015,Lornano,"Chianti Classico, Italy",2015,4.1,468,1320
Rioja Reserva 2002,Marqués de Riscal,"Rioja, Spain",2002,4.1,467,980
Margaux (Grand Cru Classé) 2009,Château Marquis d'Alesme,"Margaux, France",2009,4.1,462,2233
Pauillac (Grand Cru Classé) 2014,Château Duhart-Milon,"Pauillac, France",2014,4.1,458,2420
Brunello di Montalcino 2017,Villa al Cortile,"Brunello di Montalcino, Italy",2017,4.1,457,1460
Margaux (Grand Cru Classé) 2018,Château du Tertre,"Margaux, France",2018,4.1,456,1250
Saint-Émilion Grand Cru (Grand Cru Classé) 2009,Château Grand Mayne,"Saint-Émilion Grand Cru, France",2009,4.1,453,2865
Lobo e Falcão Wolf & Falcon Reserva 2018,Quinta do Casal Branco,"Tejo, Portugal",2018,4.1,451,1299
Red Blend 2002,Nico Van Der Merwe,"Western Cape, South Africa",2002,4.1,451,900
Belle Roche Cabernet Sauvignon 2019,Le Chai au Quai,"Pays d'Oc, France",2019,4.1,448,999
Saint-Georges-Saint-Émilion 2015,Château Saint-André Corbin,"Saint-Georges-Saint-Émilion, France",2015,4.1,441,1700
Sommarovina Valtellina Superiore Sassella 2015,Mamete Prevostini,"Valtellina Superiore, Italy",2015,4.1,440,2300
Plexus Red 2017,John Duval,"Barossa Valley, Australia",2017,4.1,438,1755
Pauillac (Grand Cru Classé) 2002,Château d'Armailhac,"Pauillac, France",2002,4.1,437,2456
Pauillac (Grand Cru Classé) 2005,Château Grand-Puy Ducasse,"Pauillac, France",2005,4.1,433,1842
Mater Matuta Lazio Rosso 2015,Casale del Giglio,"Lazio, Italy",2015,4.1,431,2500
Pauillac (Grand Cru Classé) 2000,Château Grand-Puy Ducasse,"Pauillac, France",2000,4.1,429,2456
Winemakers Series 2021,Paraduxx,"Napa Valley, United States",2021,4.1,423,2009
Winemakers Series 2020,Paraduxx,"Napa Valley, United States",2020,4.1,423,2166
Barolo Bussia 2012,Prunotto,"Barolo, Italy",2012,4.1,421,2805
Il Carbonaione Alta Valle della Greve 2016,Poggio Scalette,"Alta Valle della Greve, Italy",2016,4.1,413,1330
Túfoblu Barbaresco 2011,Col dei Venti,"Barbaresco, Italy",2011,4.1,410,3200
Finca El Otero 2010,Áster,"Ribera del Duero, Spain",2010,4.1,398,1665
Barolo del Comune di Serralunga d'Alba 2015,Tenuta Cucco,"Barolo, Italy",2015,4.1,394,2999
Cabernet Sauvignon 2013,Alto Estate,"Stellenbosch, South Africa",2013,4.1,393,800
Grádus Cuvée 2008,Sebestyén,"Szekszárd, Hungary",2008,4.1,388,2980
Atanasius Rot 2020,Gut Oggau,"Weinland, Austria",2020,4.1,382,1530
Barossa Shiraz 2010,St Hugo,"Barossa, Australia",2010,4.1,381,2200
Pomerol 2006,Château La Pointe,"Pomerol, France",2006,4.1,381,2251
Barolo Lecinquevigne 2007,Damilano,"Barolo, Italy",2007,4.1,379,2400
Gevrey-Chambertin 1er Cru 'Les Cazetiers' 2017,Louis Jadot,"Gevrey-Chambertin 1er Cru 'Les Cazetiers', France",2017,4.1,374,3190
Gran Corte 2010,Flechas de los Andes,"Vista Flores, Argentina",2010,4.1,370,500
Châteauneuf-du-Pape 2016,Domaine Raymond Usseglio & Fils,"Châteauneuf-du-Pape, France",2016,4.1,364,3280
Saint-Émilion Grand Cru (Grand Cru Classé) 2019,Château Laroque,"Saint-Émilion Grand Cru, France",2019,4.1,360,1490
Les Hauts du Tertre Margaux 2005,Château du Tertre,"Margaux, France",2005,4.1,352,1023
Haragán Reserva Especial 2014,Pago Los Balancines,"Ribera del Guadiana, Spain",2014,4.1,349,1760
Origine 2018,Escudo Rojo,"Maipo Valley, Chile",2018,4.1,346,1600
Antica Chiusina Vino Nobile di Montepulciano 2012,Fattoria del Cerro,"Vino Nobile di Montepulciano, Italy",2012,4.1,346,2500
Château Canuet Margaux 1985,Château Cantenac Brown,"Margaux, France",1985,4.1,342,1228
Gevrey-Chambertin 2021,Mark Haisma,"Gevrey-Chambertin, France",2021,4.1,341,2680
Chemin des Moines de Vergy 2021,Domaine Gros Frère et Soeur,"Bourgogne, France",2021,4.1,336,3000
Pessac-Léognan (Grand Cru Classé de Graves) 1995,Domaine de Chevalier,"Pessac-Léognan, France",1995,4.1,336,2639
Nebbiolo d’alba 2018,Bruno Giacosa,"Piemonte, Italy",2018,4.1,333,1450
Pauillac (Grand Cru Classé) 2013,Château Duhart-Milon,"Pauillac, France",2013,4.1,333,2620
Châteauneuf-du-Pape 2012,Domaine Raymond Usseglio & Fils,"Châteauneuf-du-Pape, France",2012,4.1,329,2940
Barolo Bussia 2018,Prunotto,"Barolo, Italy",2018,4.1,328,2805
Todos 2016,Jonata,"Ballard Canyon, United States",2016,4.1,328,2400
Haut-Médoc (Grand Cru Classé) 1999,Château Cantemerle,"Haut-Médoc, France",1999,4.1,327,1330
Barolo 2016,Il Poeta,"Barolo, Italy",2016,4.1,320,2299
Ried Dürr 2019,Kollwentz,"Burgenland, Austria",2019,4.1,319,2340
Linea 1878 Barolo 2015,Collina San Ponzio,"Barolo, Italy",2015,4.1,319,2599
Reserva 2018,Contino,"Rioja, Spain",2018,4.1,318,1400
Margaux (Grand Cru Classé) 1998,Château Lascombes,"Margaux, France",1998,4.1,316,2639
La Mystèriale Lussac-Saint-Émilion Rouge 2016,Maison de Grand Esprit,"Lussac-Saint-Émilion, France",2016,4.1,315,1450
Nuits-St Georges 2019,Benjamin Leroux,"Nuits-Saint-Georges, France",2019,4.1,311,2790
Rosso del Conte 2007,Tenuta Regaleali,"Contea di Sclafani, Italy",2007,4.1,311,2950
Refosco dal Peduncolo Rosso 2000,Dorigo,"Colli Orientali del Friuli, Italy",2000,4.1,311,2050
Durif 2016,Three Bridges,"Riverina, Australia",2016,4.1,292,1600
Margaux (Grand Cru Classé) 2019,Château du Tertre,"Margaux, France",2019,4.1,289,1640
Cabernet Sauvignon 2015,Oldenburg Vineyards,"Stellenbosch, South Africa",2015,4.1,283,1500
Beaune-Grèves 1er Cru 2004,Domaine Michel Lafarge,"Beaune 1er Cru 'Les Grèves', France",2004,4.1,282,3888
Saint-Émilion Grand Cru (Grand Cru Classé) 2014,Château Villemaurine,"Saint-Émilion Grand Cru, France",2014,4.1,280,1810
Shiraz 2013,Alto Estate,"Stellenbosch, South Africa",2013,4.1,280,800
Médoc 2018,Château Potensac,"Médoc, France",2018,4.1,269,1290
Barbaresco Riserva Moccagatta 1970,Produttori del Barbaresco,"Barbaresco, Italy",1970,4.1,269,6344
Saint-Julien (Grand Cru Classé) 1996,Château Saint-Pierre,"Saint-Julien, France",1996,4.1,266,2047
Margaux (Grand Cru Classé) 1998,Château Brane-Cantenac,"Margaux, France",1998,4.1,265,3684
Pauillac (Grand Cru Classé) 1985,Château Pontet-Canet,"Pauillac, France",1985,4.1,264,4905
Pauillac (Grand Cru Classé) 1986,Château Pontet-Canet,"Pauillac, France",1986,4.1,260,3888
Pessac-Léognan (Grand Cru Classé de Graves) 1990,Château de Fieuzal,"Pessac-Léognan, France",1990,4.1,258,2456
Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2018,Château Valandraud,"Saint-Émilion Grand Cru, France",2018,4.1,255,5424
Saint-Julien (Grand Cru Classé) 1970,Château Beychevelle,"Saint-Julien, France",1970,4.1,250,5920
Haut-Médoc 2018,Château Sociando-Mallet,"Haut-Médoc, France",2018,4.1,246,1060
Saint-Émilion Grand Cru 2008,Château La Confession,"Saint-Émilion Grand Cru, France",2008,4.1,245,1433
Saint-Julien (Grand Cru Classé) 1978,Château Gruaud Larose,"Saint-Julien, France",1978,4.1,241,4093
Haut Vallée du Gassac Rouge 2003,Mas de Daumas Gassac,"Saint-Guilhem-le-Desert, France",2003,4.1,239,1900
Gran Corte 2007,Flechas de los Andes,"Vista Flores, Argentina",2007,4.1,237,1050
Margaux 1998,Château Labégorce,"Margaux, France",1998,4.1,236,2251
Margaux (Grand Cru Classé) 1995,Château Malescot St. Exupery,"Margaux, France",1995,4.1,236,2558
Châteauneuf-du-Pape 2013,Domaine Raymond Usseglio & Fils,"Châteauneuf-du-Pape, France",2013,4.1,234,8120
Saint-Émilion Grand Cru (Grand Cru Classé) 2006,Château Laroze,"Saint-Émilion Grand Cru, France",2006,4.1,234,1023
Pauillac (Grand Cru Classé) 1997,Château Duhart-Milon,"Pauillac, France",1997,4.1,233,4280
Frank Phélan 2017,Château Phélan Ségur,"Saint-Estèphe, France",2017,4.1,232,1288
Willamette Valley Pinot Noir 2021,La Crema,"Willamette Valley, United States",2021,4.1,229,1850
Barbaresco Riserva 1947,Borgogno,"Barbaresco, Italy",1947,4.1,229,6754
Pessac-Léognan 2001,Château Carbonnieux,"Pessac-Léognan, France",2001,4.1,226,1433
Saint-Julien (Grand Cru Classé) 1975,Château Gruaud Larose,"Saint-Julien, France",1975,4.1,226,1842
Pessac-Léognan (Grand Cru Classé de Graves) 2018,Château de Fieuzal,"Pessac-Léognan, France",2018,4.1,225,1126
Haut-Médoc 2017,Château Malescasse,"Haut-Médoc, France",2017,4.1,224,1999
Saint-Estèphe (Grand Cru Classé) 2002,Château Lafon-Rochet,"Saint-Estèphe, France",2002,4.1,224,1637
Gimblett Gravels Sophia 2015,Craggy Range,"Gimblett Gravels, New Zealand",2015,4.1,222,2125
Margaux (Grand Cru Classé) 1995,Château Cantenac Brown,"Margaux, France",1995,4.1,216,4228
Saint-Estephe de Calon-Ségur 2018,Château Calon-Ségur,"Saint-Estèphe, France",2018,4.1,213,1390
Saint-Émilion Grand Cru (Grand Cru Classé) 2016,Château Laniote,"Saint-Émilion Grand Cru, France",2016,4.1,213,1800
Châteauneuf-du-Pape Les Sinards Rouge 2021,Famille Perrin,"Châteauneuf-du-Pape, France",2021,4.1,210,1600
Pauillac (Grand Cru Classé) 2001,Château Haut-Batailley,"Pauillac, France",2001,4.1,204,2900
Sessio 2012,Konyári,"Balaton, Hungary",2012,4.1,203,2980
Nuits-Saint-Georges 1er Cru 'Les Vaucrains' 2007,Bertrand Ambroise,"Nuits-Saint-Georges 1er Cru 'Les Vaucrains', France",2007,4.1,202,3070
Nuits-Saint-Georges 1er Cru 'Les Vaucrains' 2005,Bertrand Ambroise,"Nuits-Saint-Georges 1er Cru 'Les Vaucrains', France",2005,4.1,202,4093
Nuits-Saint-Georges 1er Cru 'Les Vaucrains' 2004,Bertrand Ambroise,"Nuits-Saint-Georges 1er Cru 'Les Vaucrains', France",2004,4.1,202,3888
Nuits-Saint-Georges 1er Cru 'Les Vaucrains' 2001,Bertrand Ambroise,"Nuits-Saint-Georges 1er Cru 'Les Vaucrains', France",2001,4.1,202,3070
Connétable Talbot Saint-Julien 2020,Château Talbot,"Saint-Julien, France",2020,4.1,201,1320
Médoc 2003,Château Rollan de By,"Médoc, France",2003,4.1,199,1023
Cuvée Cathare 2019,Rex Mundi,"Pays d'Oc, France",2019,4.1,196,1399
Corton-Bressandes Grand Cru 2018,Domaine Poisot Père & Fils,"Corton Grand Cru, France",2018,4.1,194,4502
Le Clarence de Haut Brion Pessac-Léognan (Château Bahans Haut-Brion) 2002,Château Haut-Brion,"Pessac-Léognan, France",2002,4.1,194,4905
Hilltop Cabernet Sauvignon 2009,J. Lohr Vineyards & Wines,"Paso Robles, United States",2009,4.1,188,1300
Saint-Émilion Grand Cru (Grand Cru Classé) 1998,Château Larmande,"Saint-Émilion Grand Cru, France",1998,4.1,187,1330
Merlot 2018,Grgich Hills,"Napa Valley, United States",2018,4.1,186,2160
Châteauneuf-du-Pape 2014,Domaine Raymond Usseglio & Fils,"Châteauneuf-du-Pape, France",2014,4.1,186,3160
Château Haut-Bailly (Cru Classé de Graves) 1988,Château Haut-Bailly,"Pessac-Léognan, France",1988,4.1,186,3888
Pomerol 2004,Château La Pointe,"Pomerol, France",2004,4.1,185,1637
Château Giscours (Grand Cru Classé) 1993,Château Giscours,"Margaux, France",1993,4.1,185,2047
Margaux (Grand Cru Classé) 1982,Château Dauzac,"Margaux, France",1982,4.1,178,6140
Saint-Julien (Grand Cru Classé) 1975,Château Talbot,"Saint-Julien, France",1975,4.1,178,2865
Lacoste Borie Pauillac 2000,Château Grand-Puy-Lacoste,"Pauillac, France",2000,4.1,175,1637
Saint-Julien (Grand Cru Classé) 1992,Château Léoville Poyferré,"Saint-Julien, France",1992,4.1,173,4059
350° de Bellevue Saint-Émilion Grand Cru 1997,Château de Bellevue,"Saint-Émilion Grand Cru, France",1997,4.1,171,1433
350° de Bellevue Saint-Émilion Grand Cru 1986,Château de Bellevue,"Saint-Émilion Grand Cru, France",1986,4.1,171,1842
Amarone della Valpolicella Classico 2009,Farina,"Amarone della Valpolicella Classico, Italy",2009,4.1,170,2661
Gevrey-Chambertin Poissenots 2018,Louis Jadot,"Gevrey-Chambertin Premier Cru, France",2018,4.1,167,3100
Château Giscours (Grand Cru Classé) 1975,Château Giscours,"Margaux, France",1975,4.1,167,3888
Pommard 'Les Vignots' 1970,Domaine René Monnier,"Pommard, France",1970,4.1,167,3479
Pommard Premier Cru Les Chanlins 2017,Parent,"Pommard 1er Cru 'Les Chanlins-Bas', France",2017,4.1,165,4860
Pommard Premier Cru Les Chanlins 2012,Parent,"Pommard 1er Cru 'Les Chanlins-Bas', France",2012,4.1,165,4860
Moulis-en-Médoc 1975,Château Chasse-Spleen,"Moulis-en-Médoc, France",1975,4.1,164,1842
Bishop Shiraz 2020,Glaetzer,"Barossa Valley, Australia",2020,4.1,159,1300
Châteauneuf-du-Pape 2006,Pierre Usseglio,"Châteauneuf-du-Pape, France",2006,4.1,156,5116
Pommard 1er Cru 'Les Fremiers' 2018,Lucien Boillot & Fils,"Pommard 1er Cru 'Les Fremiers', France",2018,4.1,155,2047
Bin 128 Shiraz 2003,Penfolds,"Coonawarra, Australia",2003,4.1,155,1800
Cabernet Sauvignon 2004,Robert Mondavi Winery,"Napa Valley, United States",2004,4.1,151,1890
Manus Dei Châteauneuf-du-Pape 2015,Château Sixtine,"Châteauneuf-du-Pape, France",2015,4.1,150,2399
Fixin 2001,Régis Bouvier,"Fixin, France",2001,4.1,149,1228
Rosso Veronese 2017,Bartolomeo Lorenzi,"Rosso Veronese, Italy",2017,4.1,148,899
Réserve (de la Comtesse) Pauillac 1998,Château Pichon Longueville Comtesse de Lalande,"Pauillac, France",1998,4.1,148,1842
Haut-Médoc (Grand Cru Classé) 1988,Château Cantemerle,"Haut-Médoc, France",1988,4.1,147,2251
Saint-Émilion 1978,Domaine de Clotte,"Saint-Émilion, France",1978,4.1,143,1433
Château Prieuré La Marzelle Saint-Émilion Grand Cru 2012,Château La Marzelle,"Saint-Émilion Grand Cru, France",2012,4.1,142,1900
Barolo (Tradizione) 1961,Marchesi di Barolo,"Barolo, Italy",1961,4.1,142,3274
Nit de Nin Mas d'en Caçador 2015,Nin-Ortiz,"Priorat, Spain",2015,4.1,139,3888
Châteauneuf-du-Pape 2003,Pierre Usseglio,"Châteauneuf-du-Pape, France",2003,4.1,137,6140
Charlie's Garden Shiraz 2016,Two Hands,"Eden Valley, Australia",2016,4.1,136,2040
Valtellina Superiore Riserva 2015,Mamete Prevostini,"Valtellina Superiore, Italy",2015,4.1,136,2500
Amarone della Valpolicella 2015,Villa Mattielli,"Amarone della Valpolicella, Italy",2015,4.1,135,2899
Nuits-Saint-Georges 1er Cru 'Les Vaucrains' 2018,Georges Chicotot,"Nuits-Saint-Georges 1er Cru 'Les Vaucrains', France",2018,4.1,134,3070
Margaux 2001,Château Siran,"Margaux, France",2001,4.1,134,4364
Haut-Médoc 2019,Château Sociando-Mallet,"Haut-Médoc, France",2019,4.1,131,1790
La Dame de Montrose Saint-Estèphe 1996,Château Montrose,"Saint-Estèphe, France",1996,4.1,131,2537
Rioja Gran Reserva 2009,Pagos de Tahola,"Rioja, Spain",2009,4.1,124,1699
Barbera d'Alba Conca Tre Pile 2008,Aldo Conterno,"Barbera d'Alba, Italy",2008,4.1,124,2050
Harry's Monster 2019,Giant Steps,"Yarra Valley, Australia",2019,4.1,117,1460
Saint-Émilion 2015,La Paillette Villemaurine,"Saint-Émilion, France",2015,4.1,117,1535
Pessac-Léognan 1985,Château Carbonnieux,"Pessac-Léognan, France",1985,4.1,113,1637
Castillon - Côtes de Bordeaux 2015,Clos de la Vieille Eglise,"Castillon - Côtes de Bordeaux, France",2015,4.1,112,2400
18 Mavrotragano - Syrah 2018,Moschopolis,"Thessaloniki, Greece",2018,4.1,110,1500
Prestige Moulin-a-Vent 2015,Georges Duboeuf,"Moulin-à-Vent, France",2015,4.1,110,1550
Saint-Émilion Grand Cru 2014,Château Cardinal Villemaurine,"Saint-Émilion Grand Cru, France",2014,4.1,110,1899
Pomerol 1995,Château Nénin,"Pomerol, France",1995,4.1,110,1637
Pauillac (Grand Cru Classé) 1976,Château Lynch-Bages,"Pauillac, France",1976,4.1,109,4228
Volnay 1er Cru 'Les Caillerets' 2015,Domaine Michel Lafarge,"Volnay 1er Cru 'Les Caillerets', France",2015,4.1,108,9209
Greenock Shiraz 2013,Kalleske,"Barossa Valley, Australia",2013,4.1,108,2800
Bourgogne 'Les Pince Vin' 2018,Jean-Luc & Eric Burguet,"Bourgogne, France",2018,4.1,107,1550
Saint-Émilion Grand Cru (Grand Cru Classé) 1996,Château Pavie Decesse,"Saint-Émilion Grand Cru, France",1996,4.1,106,3214
Vinha do Fava Reserva Tinto 2018,Casa Ermelinda Freitas,"Península de Setúbal, Portugal",2018,4.1,104,1199
Marsannay Les Longeroies 2015,Domaine Denis Mortet,"Marsannay, France",2015,4.1,104,3070
Saint-Estèphe 1985,Château Meyney,"Saint-Estèphe, France",1985,4.1,96,1637
Moulin-à-Vent 'Champ de Cour' 2019,Thibault Liger-Belair,"Moulin-à-Vent, France",2019,4.1,95,1433
Rioja Norte 2007,Pujanza,"Rioja, Spain",2007,4.1,93,2047
Moulis-en-Médoc 1985,Château Poujeaux,"Moulis-en-Médoc, France",1985,4.1,90,1637
Saint-Julien (Grand Cru Classé) 1976,Château Beychevelle,"Saint-Julien, France",1976,4.1,90,4465
Cornas 2001,Auguste Clape,"Cornas, France",2001,4.1,88,7777
Cult Cà Del Pazzo 2017,Caparzo,"Sant'Antimo, Italy",2017,4.1,84,1485
Primus Pinot Noir (Primum) 2004,Salentein,"Tunuyán, Argentina",2004,4.1,83,1450
Haut-Médoc 1991,Château Sociando-Mallet,"Haut-Médoc, France",1991,4.1,83,3044
Beaune du Château Premier Cru 2020,Bouchard Père & Fils,"Beaune Premier Cru, France",2020,4.1,82,2160
Saint-Émilion Grand Cru (Grand Cru Classé) 2004,Château Corbin,"Saint-Émilion Grand Cru, France",2004,4.1,81,1228
Lalande-de-Pomerol 2001,Château La Fleur de Boüard,"Lalande-de-Pomerol, France",2001,4.1,81,1023
Margaux (Grand Cru Classé) 1992,Château Prieuré-Lichine,"Margaux, France",1992,4.1,81,1637
Margaux 1990,Château La Tour de Mons,"Margaux, France",1990,4.1,81,1433
Château Giscours (Grand Cru Classé) 1981,Château Giscours,"Margaux, France",1981,4.1,79,6427
Moulin de Duhart Pauillac 2019,Château Duhart-Milon,"Pauillac, France",2019,4.1,77,1750
Vieilles Vignes Chassagne-Montrachet 2017,Domaine Bouard-Bonnefoy,"Chassagne-Montrachet, France",2017,4.1,77,2799
Pomerol 2000,Château La Violette,"Pomerol, France",2000,4.1,77,6089
Reserve Shiraz 2015,Dark Corner,"Barossa Valley, Australia",2015,4.1,76,1399
Côtes Capelan Châteauneuf-du-Pape 2009,La Ferme du Mont,"Châteauneuf-du-Pape, France",2009,4.1,76,2750
Pomerol 1997,Château La Pointe,"Pomerol, France",1997,4.1,76,1903
Centauri Red Blend 2008,O. Fournier,"Maule Valley, Chile",2008,4.1,71,1200
Pauillac (Grand Cru Classé) 1992,Château Batailley,"Pauillac, France",1992,4.1,71,4059
Les Tourelles de Longueville Pauillac 1994,Château Pichon Baron,"Pauillac, France",1994,4.1,69,7480
Margaux 2001,Château Haut Breton Larigaudière,"Margaux, France",2001,4.1,68,2251
Margaux (Grand Cru Classé) 1998,Château Marquis d'Alesme,"Margaux, France",1998,4.1,68,2149
Médoc 1986,Château La Tour de By,"Médoc, France",1986,4.1,68,1023
Chianti Classico Riserva 2017,Querciabella,"Chianti Classico, Italy",2017,4.1,66,1920
Cuvée Alexandre Merlot 2005,Lapostolle,"Apalta Valley, Chile",2005,4.1,66,1200
